KNummer;ANummer;HAnreden;HTitel;HVorname;HName1;HName2;HName3;POBH;HStrasse;HPLZI;HPLZ;HOrt;HLand;HGZ;Rückstand;Gutschrift;AAnreden;ATitel;AVorname;AName1;AName2;AName3;ALand;POBA;AStrasse;AOrt;APLZI;Aplz;UID;Prozen;Preis;Rechnungsanzahl;Heftanzahl;Gesamtpreis;Rabatt;Total;MwSt;UST;PREISbrutto;ABOAnfang;ABOEnde
162;1238;;;;Landesamt für Geoinformation;und Landentwicklung (LGL);Bibliothek;;Büchsenstrasse 54;D;70174;STUTTGART;GERMANY;;0,00;0,00;;;;Landesamt für Geoinformation; und Landentwicklung (LGL);Bibliothek;GERMANY;;Büchsenstrasse 54;STUTTGART;D;70174;DE147794090;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2000 00:00:00;
163;1239;;;;GEOSPACE International GmbH;;;;Wasserfeldstraße 21;A;5020;Salzburg;AUSTRIA;;0,00;0,00;;;;GEOSPACE International GmbH;;;AUSTRIA;;Wasserfeldstraße 21;Salzburg;A;5020;KEINE;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.2000 00:00:00;31.12.2009 00:00:00
164;1240;;;;DIBIT Messtechnik GmbH;;;;Framsweg 16;A;6020;Innsbruck;AUSTRIA;;0,00;0,00;;;;DIBIT Messtechnik GmbH;;;AUSTRIA;;Framsweg 16;Innsbruck;A;6020;KEINE;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.1990 00:00:00;
165;1241;;;;Hessisches Landesamt für;Bodenmanagement und Geoinformation;Fachbibliothek;3249;Schaperstrasse 16;D;65195;WIESBADEN;GERMANY;1470 B - Z 315;0,00;0,00;;;;Hessisches Landesamt für;Bodenmanagement und Geoinformation;Bibliothek;GERMANY;3249;Schaperstrasse 16;WIESBADEN;D;65195;DE113823657;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2000 00:00:00;
58;1242;;;;MANZ'sche Verlags- und;Universitätsbuchhandlung;;;Gutheil-Schoder-Gasse 17, Halle C3;A;1230;Wien;AUSTRIA;BZ 150/00;0,00;0,00;;;;Manzsche Verlags- und;Universitätsbuchhandlung GmbH;;AUSTRIA;;Gutheil-Schoder-Gasse 17/C;Wien;A;1230;ATU37181900;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2000 00:00:00;31.12.2014 00:00:00
166;1243;;;;Amt für Raumentwicklung und Geoinformation;Vermessung;;;Lämmlisbrunnenstrasse 54;CH;9001;ST. GALLEN;SCHWEIZ;;0,00;0,00;;;;Amt für Raumentwicklung und Geoinformation;Vermessung;;SCHWEIZ;;Lämmlisbrunnenstrasse 54;ST. GALLEN;CH;9001;KEINE;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2000 00:00:00;
167;1244;;;;Brenner Basistunnel EWIV;zH DI Rainer Gasser;;;Neuhauserstrasse 7;A;6020;Innsbruck;AUSTRIA;;0,00;0,00;;;;Brenner Basistunnel EWIV;zH DI Rainer GASSER;;AUSTRIA;;Neuhauserstrasse 7;Innsbruck;A;6020;KEINE;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.2000 00:00:00;31.12.2002 00:00:00
168;1245;;;;Amt der Kärntner Landesregierung;Abt. 9 Vermessung und Grundverwertung;;;Flatschacher Straße 70;A;9021;Klagenfurt;AUSTRIA;;0,00;0,00;;;;KÄRNTNER LANDESREGIERUNG;Abt. 17V Vermessung und Grundverwaltung;;AUSTRIA;;Mießtalerstrasse 3;Klagenfurt;A;9021;KEINE;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.2000 00:00:00;
169;1246;;;;Innenministerium;Niedersachsen;Vermessungs- u. Katasterverwaltung;221;Lavesalle 6;D;30002;HANNOVER;GERMANY;16-02424 N;0,00;0,00;;;;INNENMINISTERIUM;Niedersachsen;;GERMANY;221;;HANNOVER;D;30002;KEINE;0,00;75,00;1;1;75,00;-0,00;75,00;0,10;7,50;82,50;1.1.2000 00:00:00;
29;1248;;;;Swets Information Services;;;45;;NL;6930;AA WESTERVOORT;THE NETHERLANDS;92608426;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2000 00:00:00;31.12.2010 00:00:00
29;1249;;;;Swets Information Services;;;45;;NL;6930;AA WESTERVOORT;THE NETHERLANDS;92931642;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2000 00:00:00;31.12.2011 00:00:00
77;1250;;;;Universitätsbibliothek der;Montanuniversität Leoben;;;Franz Josef Str. 18;A;8700;Leoben;AUSTRIA;C5789908;56,25;0,00;;;;EBSCO International Inc., USA;c/o EBSCO Info Services GmbH;;GERMANY;;Sachsendamm 2-7;BERLIN;D;10829;ATU52940304;0,25;75,00;1;1;75,00;-18,75;112,50;0,00;0,00;112,50;1.1.2000 00:00:00;
171;1252;;;;Finnish Geodetic Institute;Lybrary;;;Geodeetinrinne 2 (Pl 15);FI;02430;MASALA;FINLAND;820307/2;0,00;0,00;;;;Suomalainen Kirjakauppa Ltd.;Sanoma Finance Shared Services/;Accounts payable;FINLAND;106;;SANOMA;FI;00089;FI02053616;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2000 00:00:00;31.12.2003 00:00:00
173;1254;;;;"Die Markscheider";DI Emmerich Schuscha;;;Franz Josef-Str. 8;A;8700;LEOBEN;AUSTRIA;;0,00;0,00;;;;"Die Markscheider";DI Emmerich Schuscha;;AUSTRIA;;Franz Josef-Str. 8;LEOBEN;A;8700;KEINE;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.2000 00:00:00;
77;1255;;;;Nima St Louis;Dogiie2 L-83 Geonames;;830839;;USA;35283;BIRMINGHAM AL;USA;BT1501895;0,00;0,00;;;;EBSCO International Inc., USA;c/o EBSCO Info Services GmbH;;GERMANY;;Sachsendamm 2-7;BERLIN;D;10829;ATU52940304;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2001 00:00:00;31.12.2003 00:00:00
76;1258;Amt der;;;Tiroler Landesregierung;Landesforstinspektion;;;Bürgerstraße 36;A;6010;Innsbruck;AUSTRIA;;0,00;0,00;Amt der;;;TIROLER LANDESREGIERUNG;Landesforstinspektion;;AUSTRIA;;Bürgerstraße 36;Innsbruck;A;6010;KEINE;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.1990 00:00:00;
99;1259;;;;Nyugat-Magyarorsz. Egyetem;Egyetemi Kvt.Közp;;132;;H;9401;SOPRON;HUNGARY;;0,00;0,00;;;;LIBROTRADE KFT;Periodical Import;;HUNGARY;126;;BUDAPEST;H;1656;HU10315642;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2001 00:00:00;31.12.2004 00:00:00
175;1260;;;;Rombach GmbH + CO;Handelshaus KG;;;Bertoldstraße 10;D;79098;FREIBURG;GERMANY;;0,00;0,00;;;;ROMBACH GmbH + Co.;Handelshaus KG;;GERMANY;;Bertoldstraße 10;FREIBURG;D;79098;KEINE;0,00;75,00;1;1;75,00;-0,00;75,00;0,10;7,50;82,50;1.1.2001 00:00:00;1.1.2001 00:00:00
175;1261;;;;Rombach GmbH + CO;Handelshaus KG;;;Bertoldstraße 10;D;79098;FREIBURG;GERMANY;;0,00;0,00;;;;ROMBACH GmbH + Co.;Handelshaus KG;;GERMANY;;Bertoldstraße 10;FREIBURG;D;79098;KEINE;0,00;75,00;1;1;75,00;-0,00;75,00;0,10;7,50;82,50;1.1.2001 00:00:00;31.12.2002 00:00:00
77;1262;;;;Technische Universität Wien;Universitätsbibliothek;Zeitschriften-Abteilung;;Resselgasse 4;A;1040;Wien;AUSTRIA;C5785748;0,00;0,00;;;;EBSCO International Inc., USA;c/o EBSCO Info Services GmbH;;GERMANY;;Sachsendamm 2-7;BERLIN;D;10829;ATU52940304;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2001 00:00:00;31.12.2013 00:00:00
77;1263;;;;Sagan Library;;;830470;;USA;35283;BIRMINGHAM AL;USA;BX5364457;0,00;0,00;;;;EBSCO International Inc., USA;c/o EBSCO Info Services GmbH;;GERMANY;;Sachsendamm 2-7;BERLIN;D;10829;ATU52940304;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2001 00:00:00;31.12.2006 00:00:00
190;1264;;;Dr. Dietmar Sperling;RWE Systems AG;Abt. GIGV;;;Bamlerstraße 61;D;45141;ESSEN;GERMANY;9999;0,00;0,00;;;;A. Stein'sche Buchhandlung GmbH;VN 58013;;GERMANY;;Steinerstraße 10;WERL;D;59457;DE126633535;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2001 00:00:00;31.12.2004 00:00:00
67;1265;;;;Austrian Research centers GmbH;Abt. ER & T/Sekretariat;z.H. Dr. Gerhard Heiss;;;A;2444;Seibersdorf;AUSTRIA;;0,00;0,00;Firma;;;Morawa GmbH & Co KG;Buchhandlung und Zeitungsbüro;Business Subscription Services;AUSTRIA;;Postfach 99;Wien;A;1127;ATU10240602;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2001 00:00:00;31.12.2005 00:00:00
177;1266;;;;Z/I Imaging GmbH;;;;Carl Zeiss Straße 22;D;73447;OBERKOCHEN;GERMANY;O/BE13631;0,00;0,00;;;;Z/I Imaging GmbH;;;GERMANY;;Ulmer Str. 124; AALEN;D;73431;DE 129386488;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2001 00:00:00;31.12.2003 00:00:00
77;1267;;;;Dip. Ing. Territorio;Ambiente e Geotecnologie;Politecnico di Torino;;C.So Duca Degli Abruzzi, 24;I;10129;TORINO;ITALY;BC3292983;0,00;0,00;;;;EBSCO International Inc., USA;c/o EBSCO Info Services GmbH;;GERMANY;;Sachsendamm 2-7;BERLIN;D;10829;ATU52940304;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2002 00:00:00;31.12.2008 00:00:00
20;1268;;;;p & g  prachner & godai;;Verlagsauslieferung Ges.m.b.H.;;Talgasse 11;A;1150;Wien;AUSTRIA;;0,00;0,00;;;;p & g  prachner & godai;;Verlagsauslieferung Ges.m.b.H.;AUSTRIA;;Talgasse 11;Wien;A;1150;KEINE;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2001 00:00:00;31.12.2007 00:00:00
178;1269;;;;Faculteta za Gradbenistvo;in Geodezijo;;;Knijznica Jamova c.2;SLO;01000;LJUBLJANA;SLOVENIA;25506-0001/14001509;0,00;0,00;;;;Schweitzer Sortiment Wien oHG;;;AUSTRIA;;Canovagasse 7/6;Wien;A;1010;ATU50810706;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.2006 00:00:00;31.12.2016 00:00:00
185;1270;;;;Schweitzer Sortiment oHG;Fachbuchhandlung;;;Elsenheimerstraße 41-43;D;80687;MÜNCHEN;GERMANY;ZA108750/01-14117090;0,00;0,00;;;;Schweitzer Sortiment oHG;Fachbuchhandlung;;GERMANY;;Elsenheimerstraße 41-43;MÜNCHEN;D;80687;DE129985290;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2008 00:00:00;31.12.2012 00:00:00
29;1271;;;;Lantmateriverket;Biblioteket;;;;S;801 82;GAVLE;SCHWEDEN;17861228;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2002 00:00:00;31.12.2006 00:00:00
171;1272;;;;TKK;Maanmittausos/ Kirjasto;;;Otakaari 1;FI;02150;ESPOO 15;FINLAND;51733;0,00;0,00;;;;Suomalainen Kirjakauppa Ltd.;Sanoma Finance Shared Services/;Accounts payable;FINLAND;106;;SANOMA;FI;00089;FI02053616;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2002 00:00:00;31.12.2003 00:00:00
78;1275;;;;Mayersche Buchhandlung;Zentraler Vertrieb;;;Matthiashofstrasse 28-30;D;52064;AACHEN;GERMANY;2504543;0,00;0,00;;;;Mayersche Buchhandlung KG;Buchhaltung MDI;;GERMANY;;Matthiashofstr. 28-30;AACHEN;D;52064;DE811126776;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2002 00:00:00;31.12.2004 00:00:00
29;1277;;;;ETH Zürich;ETH-Bibliothek / Zeitschriften;;;Raemistrasse 101;CH;8092;ZÜRICH;SCHWEIZ;21622003;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2017 00:00:00;31.12.2017 00:00:00
171;1280;;;;Geodeettinen Laitos;Tietopalvelu;;;PL 15;FI;02431;MASALA;FINLAND;186683/3;0,00;0,00;;;;Suomalainen Kirjakauppa Ltd.;Sanoma Finance Shared Services/;Accounts payable;FINLAND;106;;SANOMA;FI;00089;FI02053616;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2003 00:00:00;31.12.2005 00:00:00
182;1281;;;;Hennies und Zinkeisen GmbH;Fachbuchhandlung und Antiquariat;;;Halberstädter Straße 112;D;39112;MAGDEBURG;GERMANY;2848;0,00;0,00;Buchhandlung;;;Missing Link;;;GERMANY;;Westerstraße 114-116;BREMEN;D;28199;DE 114583647;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2003 00:00:00;31.12.2003 00:00:00
183;1282;;;;Landesamt für Flurneuordnung;und Landentwicklung;Baden Württemberg;;Stuttgarter Straße 161;D;70806;KORNWESTHEIM;GERMANY;23105434/129710;0,00;0,00;;;;Buchholz;Fachinformationsdienst GmbH;;GERMANY;;Radweg 1;BEXBACH;D;66450;DE151111785;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2004 00:00:00;31.12.2004 00:00:00
178;1283;;;;Schweitzer Sortiment;;;;Canovagasse 7/6;A;1010;Wien;AUSTRIA;;0,00;0,00;;;;Schweitzer Sortiment Wien oHG;;;AUSTRIA;;Canovagasse 7/6;Wien;A;1010;ATU50810706;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.2002 00:00:00;31.12.2005 00:00:00
33;1284;;;;Struppe & Winckler GmbH & CO KG;Fachbuchhandlung u. Antiquariat;;;Mohrenstr. 34;D;10117;BERLIN;GERMANY;192266.1.44080328;0,00;0,00;Fachbuchhandlung;;;Struppe & Winckler Berlin;Zweigniederlassung der;Sack Mediengruppe GmbH & Co.KG;GERMANY;;Mohrenstr. 34;BERLIN;D;10117;DE126048326;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2002 00:00:00;31.12.2006 00:00:00
33;1285;;;;Struppe & Winckler GmbH & CO KG;Fachbuchhandlung u. Antiquariat;;;Mohrenstr. 34;D;10117;BERLIN;GERMANY;192338.1.44080050;0,00;0,00;Fachbuchhandlung;;;Struppe & Winckler Berlin;Zweigniederlassung der;Sack Mediengruppe GmbH & Co.KG;GERMANY;;Mohrenstr. 34;BERLIN;D;10117;DE126048326;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2002 00:00:00;
170;1288;;;;Geodätisches Institut;Universität Stuttgart;;;Geschwister-Scholl-Strasse 24/D;D;70174;STUTTGART;GERMANY;;0,00;0,00;;;;GEODÄTISCHES INSTITUT;;Universität Stuttgart;GERMANY;;Geschwister-Scholl-Strasse 24/D;STUTTGART;D;70174;DE 147794196;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2000 00:00:00;
186;1289;;;;Rag. Pietro Germani;c/o ESIA Books and Journals;;;Via Palestro, 30;I;00185;ROMA RM;ITALY;OEZVWGI*GERMANI*01;0,00;0,00;;;;ESIA Books and Journals S.r.l.;;;ITALY;;Via Palestro, 30;ROMA RM;I;00185;IT 01955411002;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2004 00:00:00;31.12.2007 00:00:00
187;1291;;;;F. Delbanco Jens-Peter Cohrs;GmbH  & Co. KG;;1447;;D;21304;LÜNEBURG;GERMANY;Y13559;0,00;0,00;;;;F. Delbanco Jens-Peter Cohrs;GmbH  & Co. KG;;GERMANY;1447;Bessemerstrasse 3;LÜNEBURG;D;21304;DE153072089;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2016 00:00:00;31.12.2017 00:00:00
73;1293;;;;Harrassowitz;Buchhandlung & Antiquariat;Booksellers & Subscription Agents;;z.H. Undine Rasim;D;65174;WIESBADEN;GERMANY;96156306;0,00;0,00;Buchhandlung;;;OTTO HARRASSOWITZ KG;;;GERMANY;;;WIESBADEN;D;65174;DE113897518;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2004 00:00:00;1.1.2004 00:00:00
192;1294;;;;Hoser & Mende KG;;;;Charlottenplatz 17;D;70173;STUTTGART;GERMANY;200108/0001-14001395;0,00;0,00;;;;Hoser & Mende KG;;;GERMANY;;Charlottenplatz 17;STUTTGART;D;70173;DE147514515;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2005 00:00:00;31.12.2008 00:00:00
193;1295;;;;Nyugat-Magyarorszagi Egyetem;Kozponti Konyvtara;;;Bajcsy-Zsilinsky u. 4.;H;9400;SOPRON;HUNGARY;255154;0,00;0,00;;;;Dovoz tisku Praha;Suweco CZ, s.r.o.;;TSCHECHISCHE REPUBLIK;;Klecakova 347/5;PRAHA 9;CZ;180 21;CZ25094769;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2005 00:00:00;1.12.2006 00:00:00
58;1296;;;;MANZ'sche Verlags- und;Universitätsbuchhandlung GmbH;;;Gutheil-Schoder-Gasse 17, Halle C3;A;1230;Wien;AUSTRIA;215071/0/27;0,00;0,00;;;;Manzsche Verlags- und;Universitätsbuchhandlung GmbH;;AUSTRIA;;Gutheil-Schoder-Gasse 17/C;Wien;A;1230;ATU37181900;0,25;60,00;1;2;120,00;-30,00;90,00;0,10;9,00;99,00;1.1.2008 00:00:00;31.12.2009 00:00:00
29;1297;;;;Swets Information Services;;;45;;NL;6930;AA WESTERVOORT;THE NETHERLANDS;31214129;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2005 00:00:00;31.12.2010 00:00:00
194;1298;Büro;;;Vermessung  Braczek;;;;Hauptstraße 60b/4;A;3021;Pressbaum;AUSTRIA;;0,00;0,00;Büro;;;Vermessung  Braczek;;;AUSTRIA;;Hauptstraße 60b/4;Pressbaum;A;3021;KEINE;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.2005 00:00:00;31.12.2005 00:00:00
195;1299;;;;Oberschule für Geometer;"P. Anich";;;Fagenstraße 8;I;39100;BOZEN;ITALY;;0,00;0,00;;;;Oberschule für Geometer;"P. Anich";;ITALY;;Fagenstraße 8;BOZEN;I;39100;KEINE;0,00;75,00;1;1;75,00;-0,00;75,00;0,10;7,50;82,50;1.1.2005 00:00:00;31.12.2007 00:00:00
78;1300;;;;Mayersche direkt;Versandhandel und Service;;;Prager Ring 106;D;52070;AACHEN;GERMANY;46141;0,00;0,00;;;;Mayersche Buchhandlung KG;Buchhaltung MDI;;GERMANY;;Matthiashofstr. 28-30;AACHEN;D;52064;DE811126776;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2006 00:00:00;31.12.2006 00:00:00
29;1301;;;;Swets Information Services;;;45;;NL;6930;AA WESTERVOORT;THE NETHERLANDS;34141360;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2006 00:00:00;31.12.2012 00:00:00
29;1302;;;;Geodeettinen Iaitos;Geodeetinrinne 2;Tietopalvelu;;PL 15;FI;02431;MASALA;FINLAND;33779612;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2006 00:00:00;31.12.2006 00:00:00
78;1303;;;;Mayersche Buchhandlung GmbH & Co KG;WE MDI-Versandhandel;;;Prager Ring 106;D;52070;AACHEN;GERMANY;50637;0,00;0,00;;;;Mayersche Buchhandlung KG;Buchhaltung MDI;;GERMANY;;Matthiashofstr. 28-30;AACHEN;D;52064;DE811126776;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2007 00:00:00;31.12.2007 00:00:00
113;1304;;;;MINERVA;Wissenschaftliche Buchhandlung GmbH;;;Ignaz-Köck-Strasse 9;A;1210;Wien;AUSTRIA;960142/1;0,00;0,00;;;;MINERVA;Wissenschaftliche Buchhandlung GmbH;;AUSTRIA;;Ignaz-Köck-Strasse 9;Wien;A;1210;ATU 14893203;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2007 00:00:00;31.12.2007 00:00:00
77;1305;;;;Fakulta stavebni VUT v Brne;Knihovnicke informacni centrum;;;Veveri 331/95;CZ;602 00;BRNO;TSCHECHISCHE REPUBLIK;C5809780;0,00;0,00;;;;EBSCO International Inc., USA;c/o EBSCO Info Services GmbH;;GERMANY;;Sachsendamm 2-7;BERLIN;D;10829;ATU52940304;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2007 00:00:00;31.12.2015 00:00:00
141;1306;;;;ULB Bonn;Abteilungsbibliothek MNL; Periodika  Agrar;;Nussallee 15a;D;53115;BONN;GERMANY;121250/0001-14300885;0,00;0,00;Buchhandlung;;;Witsch und Behrendt;ZNL der Golthe + Schweitzer GmbH;;GERMANY;103743;;KÖLN;D;50477;DE119263102;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2007 00:00:00;
196;1307;;;;OMV Austria Exploration & Production GmbH;AUT-P Surveying & Geoinformation;;;Protteser Strasse 40;A;2230;Gänserndorf;AUSTRIA;OMV-ID 189236;0,00;0,00;;;;LSL GmbH;;;GERMANY;;Gerichtsweg 28;LEIPZIG;D;04103;DE141498777;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2007 00:00:00;31.12.2011 00:00:00
73;1308;;;;Acquisitions Services, C&RD;Serials, Bodleian Libraries;Osney One Building;;Osney Mead;GB;;OXFORD OX2 0EW;GROSSBRITANNIEN;96225226;0,00;0,00;Buchhandlung;;;OTTO HARRASSOWITZ KG;;;GERMANY;;;WIESBADEN;D;65174;DE113897518;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2006 00:00:00;31.12.2017 00:00:00
197;1309;;;;Matthäus Truppe;Buchhandlung & Antiquariat;;;Stubenberggasse 7;A;8010;Graz;AUSTRIA;;0,00;0,00;;;;Matthäus Truppe;Buchhandlung & Antiquariat;;AUSTRIA;;Stubenberggasse 7;Graz;A;8010;ATU27616407;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2007 00:00:00;
113;1310;;;;MINERVA;Wissenschaftliche Buchhandlung GmbH;;;Ignaz-Köck-Strasse 9;A;1210;Wien;AUSTRIA;971636/1;0,00;0,00;;;;MINERVA;Wissenschaftliche Buchhandlung GmbH;;AUSTRIA;;Ignaz-Köck-Strasse 9;Wien;A;1210;ATU 14893203;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2006 00:00:00;31.12.2007 00:00:00
198;1311;;;;Buchkaiser GmbH;z.Hd. Fr. Schwarz;;;Kaiserstr. 199;D;76133;KARLSRUHE;GERMANY;;0,00;0,00;;;;Buchkaiser GmbH;z.Hd. Fr. Schwarz;;GERMANY;;Kaiserstr. 199;KARLSRUHE;D;76133;DE143592532;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2007 00:00:00;31.12.2008 00:00:00
113;1312;;;;FAKULTETA GRADBENISTVO;IN GEODEZIJO - Knjiznica;;;Jamova c.2;SLO;1000;LJUBLJANA;SLOVENIA;972870/1;0,00;0,00;;;;MINERVA;Wissenschaftliche Buchhandlung GmbH;;AUSTRIA;;Ignaz-Köck-Strasse 9;Wien;A;1210;ATU 14893203;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2007 00:00:00;31.12.2008 00:00:00
113;1313;;;;GOZDARSKI INSTITUT SLOVENIJE;Gozdarska knjiznica;;;Vecna pot 2;SLO;1000;LJUBLJANA;SLOVENIA;972871/1;0,00;0,00;;;;MINERVA;Wissenschaftliche Buchhandlung GmbH;;AUSTRIA;;Ignaz-Köck-Strasse 9;Wien;A;1210;ATU 14893203;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2007 00:00:00;31.12.2008 00:00:00
200;1314;Herr;;Thomas;Hildebrandt;;;;Dornbacherstraße 43 Top 24;A;1170;Wien;AUSTRIA;-;0,00;0,00;Herr;;Thomas;Hildebrandt;;;AUSTRIA;;Dornbacherstraße 43 Top 24;Wien;A;1170;KEINE;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.2008 00:00:00;31.12.2008 00:00:00
201;1315;;;;BMLV;Kdo. FüUZ;IMG;;Stiftgasse 2a;A;1070;Wien;AUSTRIA;1978;0,00;0,00;;;;Littrade Literaturservice e.U.;Mag. Tina Nicolussi;;AUSTRIA;;Währinger Strasse 3/7;Wien;A;1090;ATU62002834;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2013 00:00:00;31.12.2014 00:00:00
29;1316;;;;China International Book Trading Corporation;Shanghai Branch;;;9/F 355 Fu Zhou Road;RC;200001;SHANGHAI;CHINA;40375814;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2008 00:00:00;31.12.2008 00:00:00
113;1317;;;;Austrian Research Centers GmbH.;Wareneingangsstelle-Zentralmag.;Abt. UW Sekretariat Sandra Wolf;;;A;2444;Seibersdorf;AUSTRIA;975174/1;0,00;0,00;;;;MINERVA;Wissenschaftliche Buchhandlung GmbH;;AUSTRIA;;Ignaz-Köck-Strasse 9;Wien;A;1210;ATU 14893203;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2008 00:00:00;31.12.2007 00:00:00
